eps,Min_Samples,Clusters,Noise,Silhouette Score,Davies-Bouldin Index
0.05,2,24,145,0.5074302419437788,0.48879209803818474
0.07,2,22,103,0.24630875741827432,0.4932913669520374
0.09,2,23,77,0.1565192854952174,0.5674469325059918
0.11,2,19,55,0.25226337387264064,0.7407792336986492
0.13,2,10,39,0.10119699159588469,0.7567210593462097
0.15,2,3,30,0.20210395167852388,0.677721934951669
0.17,2,2,21,0.21650130135823656,0.8020970009850455
0.19,2,2,19,0.3274808975079792,0.5923204409624643
0.21,2,1,18,,
0.22,2,2,13,0.2945965542873753,0.6467687031127984
0.24,2,1,12,,
0.26,2,1,12,,
0.28,2,1,12,,
0.3,2,1,10,,
0.32,2,1,10,,
0.34,2,1,10,,
0.36,2,1,10,,
0.38,2,1,10,,
0.4,2,1,9,,
0.42,2,1,9,,
0.44,2,1,8,,
0.46,2,1,8,,
0.48,2,1,8,,
0.5,2,1,8,,
0.52,2,1,8,,
0.53,2,1,7,,
0.55,2,1,7,,
0.57,2,1,7,,
0.59,2,1,7,,
0.61,2,1,7,,
0.63,2,1,7,,
0.65,2,1,5,,
0.67,2,2,3,0.7841085105506428,0.278779651154619
0.69,2,2,3,0.7841085105506428,0.278779651154619
0.71,2,2,3,0.7841085105506428,0.278779651154619
0.73,2,2,3,0.7841085105506428,0.278779651154619
0.75,2,2,3,0.7841085105506428,0.278779651154619
0.77,2,2,3,0.7841085105506428,0.278779651154619
0.79,2,2,3,0.7841085105506428,0.278779651154619
0.81,2,2,3,0.7841085105506428,0.278779651154619
0.83,2,2,3,0.7841085105506428,0.278779651154619
0.84,2,2,2,0.7871729284691137,0.35104754886146977
0.86,2,2,2,0.7871729284691137,0.35104754886146977
0.88,2,1,2,,
0.9,2,1,2,,
0.92,2,1,2,,
0.94,2,1,2,,
0.96,2,1,2,,
0.98,2,1,2,,
1.0,2,1,2,,
