,Cluster
34000003,0
45000005,0
34000023,0
34000019,0
45000004,0
46000017,0
36000009,0
36000008,0
46000030,0
33000004,0
46000001,0
45000090,0
47000036,0
47000001,0
46000174,0
63000007,0
42000074,0
43000001,0
42000019,0
42000021,0
42000014,0
41000140,0
41000020,0
42000020,0
41000016,0
41000014,0
40000001,0
41000012,0
38000024,0
37000255,0
37000034,0
36000018,0
21006037,1
32000013,1
32000018,1
25000082,1
25000085,1
25000078,1
24000050,1
22000225,1
21006038,1
21000712,1
22000053,1
18000075,1
42000012,1
42000125,1
16001299,1
11000011,1
21000794,1
18000077,1
20000306,1
20000026,1
21000569,1
21000461,1
21000467,1
21000084,1
21000665,1
30000052,1
25000097,1
22000062,1
30000215,1
26000037,1
51000002,2
48000007,2
48000010,2
48000115,2
49000227,2
51000024,2
52000025,2
52000029,2
52000020,2
50000057,2
51000026,2
49000066,2
42000022,2
50000056,2
52000198,2
52000199,2
55000017,2
52000068,2
50000045,2
50000046,2
50000051,2
49000094,2
48000011,2
45000058,2
48000006,2
49000057,2
49000061,2
58000047,3
46000018,3
21000089,3
9000015,3
58000019,3
9000001,3
21000085,3
45000002,3
46000019,3
62000014,3
61000012,3
62000015,3
62000022,3
64000025,3
61000013,3
44000021,3
44000106,3
21000803,3
44000188,3
45000003,3
45000043,3
45000034,3
47000037,3
45000369,3
32000020,3
25003189,4
25000733,4
21000040,4
21000786,4
21000577,4
21000572,4
21000487,4
21000065,4
21000647,4
21000072,4
21000648,4
21000062,4
21000759,4
21000752,4
25000021,4
25000020,4
21000861,4
26000082,4
24000061,4
15000032,5
12000195,5
13000065,5
10000010,5
17000007,5
15000043,5
15000073,5
14000016,5
15000002,5
15000046,5
10000014,5
10000016,5
10000017,5
10000011,5
10000009,5
13000019,5
13000011,5
14000022,5
56000007,6
56000003,6
55000018,6
52000870,6
52000033,6
50000058,6
21000090,6
52000039,6
52000063,6
45000045,6
49000054,6
48000004,6
55000015,6
57000058,6
57000050,6
37000259,6
8000001,7
7000003,7
4000002,7
4000005,7
22000050,7
22000336,7
3000002,7
3000003,7
19000012,7
18000132,7
11000016,7
20000034,7
6000001,7
2000005,7
20000024,7
5000003,7
53000010,8
56000001,8
54000002,8
60000029,8
57000049,8
59000006,8
57000063,8
57000055,8
60000036,8
60000031,8
56000006,8
56000002,8
56000005,8
57000044,8
57000052,8
37000038,9
35000006,9
31000032,9
31000017,9
31000027,9
39000001,9
39000002,9
35000013,9
35000018,9
36000012,9
37000011,9
41000141,9
38000023,9
35000010,9
32000004,10
33000003,10
34000024,10
21000872,10
27000003,10
32000001,10
27000035,10
27000002,10
29000009,10
28000001,10
27000004,10
32000022,10
27000045,10
34000002,10
21001663,11
21000745,11
21000873,11
21000666,11
26000096,11
21000413,11
21000526,11
23000173,11
23000083,11
26000080,11
21000030,11
21000563,11
21000557,11
21000548,11
16000023,12
16000030,12
22000043,12
25000075,12
25000086,12
22000048,12
16000070,12
18000454,12
12000001,12
16000024,12
19000015,12
53000011,13
60000027,13
53000235,13
50000048,13
53000028,13
67000018,14
66000034,14
67000017,14
66000014,14
67000019,14
17000004,15
18000471,15
18000135,15
18000078,15
21006035,16
21006036,16
21000528,16
20000790,17
15000069,18
31000031,19
