,Cluster
16000023,0
16000070,0
16000030,0
16000024,0
21000072,0
19000042,0
19000015,0
19000012,0
21001151,0
22000043,0
21006375,0
21006036,0
21000803,0
21000786,0
21000528,0
21000487,0
22000048,0
25000086,0
25000075,0
12000001,0
14000020,0
13000011,0
13000117,0
13000116,0
61000013,1
60000031,1
60000029,1
59000006,1
57000055,1
57000052,1
60000036,1
61000012,1
57000049,1
63000007,1
62000017,1
62000022,1
62000015,1
56000002,1
57000044,1
56000001,1
62000012,1
62000014,1
45000043,1
56000006,1
64000025,1
5000003,2
4000005,2
14000016,2
15000073,2
10000010,2
15000002,2
17000007,2
6000001,2
8000001,2
7000003,2
14000022,2
4000002,2
10000011,2
13000019,2
2000005,2
15000032,2
10000009,2
15000043,2
15000046,2
10000014,2
49000061,3
49000090,3
50000048,3
49000057,3
50000057,3
48000010,3
49000066,3
53000028,3
52000198,3
53000010,3
52000029,3
52000025,3
53000011,3
50000056,3
48000011,3
51000026,3
49000092,3
49000094,3
48000007,3
11000011,4
21000569,4
21006372,4
24000050,4
21000467,4
21000665,4
18000040,4
21000040,4
21000461,4
21000413,4
21000084,4
42000022,4
25000085,4
30000052,4
30000215,4
26000037,4
21000712,4
18000077,4
41000012,5
42000021,5
39000001,5
38000221,5
40000001,5
39000002,5
38000024,5
41000284,5
43000001,5
42000074,5
33000004,5
36000009,5
36000008,5
31000027,5
38000209,5
32000013,5
36000016,5
36000015,5
41000016,6
37000034,6
42000020,6
47000001,6
60000035,6
60000027,6
43000003,6
44000177,6
42000019,6
47000037,6
44000021,6
41000020,6
45000035,6
42000017,6
42000014,6
42000012,6
45000090,6
57000050,7
58000047,7
56000007,7
52000039,7
52000199,7
52000063,7
52000020,7
45000045,7
51000024,7
51000002,7
50000051,7
55000018,7
54000002,7
55000017,7
56000003,7
52000068,7
57000058,7
45000004,8
45000005,8
46000018,8
46000019,8
47000036,8
45000002,8
52000033,8
56000005,8
45000058,8
46000017,8
46000030,8
46000001,8
45000034,8
45000003,8
57000063,8
31000017,9
21000572,9
33000003,9
29000009,9
36000018,9
32000001,9
21000648,9
25000021,9
35000010,9
34000019,9
34000003,9
25000733,9
35000006,9
35000018,9
21000759,9
28000001,10
21000030,10
21000085,10
21000873,10
21000548,10
21000089,10
21000062,10
26000082,10
25000018,10
21001663,10
21000745,10
21000666,10
26000114,10
26000096,10
26000080,10
13000065,11
22000225,11
21000794,11
22000050,11
22000062,11
22000053,11
20000026,11
20000024,11
25001107,11
16001299,11
25000097,11
25000020,11
25000082,11
25000078,11
17000004,11
35000013,12
21000090,12
32000022,12
34000002,12
32000004,12
31000032,12
34000024,12
36000012,12
34000023,12
37000011,12
38000023,12
41000014,12
37000038,12
27000002,13
26000170,13
26000111,13
21000752,13
21000872,13
27000045,13
27000035,13
27000004,13
9001110,14
9000015,14
9000001,14
12000195,14
11000016,14
3000003,14
3000002,14
50000058,15
49000054,15
48000004,15
55000015,15
50000046,15
57001002,15
67000017,16
67000018,16
67000019,16
66000014,16
24000061,17
23000079,17
23000083,17
10000017,18
10000016,18
5000078,19
