,Cluster
36000012,0
37000011,0
37000038,0
35000018,0
35000013,0
32000001,0
31000032,0
31000023,0
33000004,0
32000022,0
35000010,0
29000009,0
32000004,0
31000017,0
31000016,0
30000052,0
34000023,0
34000019,0
34000003,0
35000006,0
34000002,0
39000002,0
38000023,0
37000039,0
21006037,1
21006038,1
21000873,1
21000563,1
21000085,1
10000014,1
21000712,1
21000557,1
36000015,1
36000009,1
25000733,1
25000021,1
22000053,1
28000001,1
27000045,1
31000027,1
36000008,1
32000013,1
36000018,1
21000030,1
39000001,1
21000089,1
21000526,1
56000007,2
44000021,2
45000003,2
45000002,2
44000188,2
45000004,2
45000041,2
45000035,2
45000005,2
45000058,2
46000001,2
41000016,2
41000024,2
23000087,2
56000005,2
56000006,2
45000043,2
47000036,2
46000030,2
46000020,2
56000002,2
47000001,2
47000037,2
14000016,3
15000032,3
15000046,3
14000020,3
15000002,3
14000022,3
13000011,3
13000019,3
15000043,3
19000012,3
21000413,3
20000024,3
20000042,3
20000034,3
20000026,3
17000007,3
18000078,3
10000011,3
10000016,3
10000009,3
10000010,3
15000073,3
43000001,4
42000014,4
42000020,4
41000020,4
25000018,4
27000003,4
27000002,4
26000170,4
21001663,4
26000096,4
26000082,4
25000020,4
26000111,4
27000021,4
26000080,4
27000004,4
21000745,4
21000752,4
21000040,4
21000647,4
41000012,4
21000062,4
59000006,5
59000005,5
60000027,5
60000029,5
60000037,5
61000011,5
60000031,5
60000036,5
57000052,5
63000007,5
57000049,5
57000057,5
57000053,5
57000055,5
47000032,5
56000001,5
61000013,5
62000022,5
54000002,5
62000014,5
62000017,5
61000012,5
25000097,6
25000085,6
22000062,6
31000021,6
25000082,6
21000084,6
21000790,6
21000467,6
11000011,6
20000021,6
18000077,6
21000794,6
21000461,6
42000012,6
38000024,6
40000001,6
42000021,6
15000042,6
25000078,6
37000034,6
50000045,7
50000048,7
49000066,7
49000092,7
53000011,7
52000198,7
48000115,7
48000007,7
48000010,7
48000011,7
49000061,7
52000025,7
52000029,7
50000056,7
50000057,7
49000227,7
49000094,7
53000010,8
55000018,8
55000017,8
51000002,8
52000063,8
51000001,8
52000039,8
51000026,8
51000024,8
52000020,8
52000199,8
52000870,8
52000033,8
52000064,8
52000068,8
58000019,8
58000047,8
21000065,9
21000446,9
21000548,9
21000759,9
21000572,9
21000577,9
21000786,9
21000803,9
21000072,9
21000861,9
21000872,9
21000487,9
15000045,9
15000034,9
41000014,9
57000050,10
26000037,10
56000003,10
55000015,10
43000003,10
45000045,10
62000012,10
57000058,10
46000018,10
42000074,10
42000022,10
21000665,10
21000569,10
16000053,11
16000030,11
25000091,11
25000086,11
16000070,11
19000016,11
22000050,11
22000234,11
22000043,11
22000048,11
16000024,11
16000023,11
5000003,12
2000006,12
6000001,12
2000005,12
3000002,12
3000003,12
4000002,12
4000005,12
8000001,12
7000003,12
21000110,13
50000046,13
45000034,13
46000017,13
50000058,13
50000051,13
49000054,13
21000090,13
67000019,14
20000790,14
48000004,14
66000014,14
67000017,14
53000029,14
67000018,14
9000001,15
9000015,15
11000016,15
17000004,15
25000075,16
21000528,16
21006035,16
21006036,16
53000235,17
53000028,17
32000030,18
49000057,19
