,Cluster
42000478,0
42000366,0
42000379,0
39000001,0
43000432,0
43000408,0
43000246,0
43000007,0
38000107,0
41000020,0
41000016,0
41000014,0
41000012,0
40000165,0
40000001,0
39000002,0
41000024,0
53000028,0
53000011,0
42000021,0
42000020,0
42000014,0
42000012,0
41000391,0
45000047,0
46000001,0
46000641,0
46000642,0
46000020,0
46000018,0
46000017,0
46000608,0
48000011,0
50000045,0
49000094,0
49000066,0
45000035,0
45000043,0
25000019,0
45000005,0
45000044,0
45001412,0
45001404,0
35000010,0
45000117,0
38000047,0
38000052,0
48000006,0
36000012,0
36000018,0
36000061,0
36000192,0
37000011,0
37000034,0
37000038,0
37000039,0
38000023,0
38000024,0
21000872,0
52000198,0
36000008,0
36000009,0
35000018,0
35000013,0
45000058,0
45000090,0
33000003,0
32000004,0
31000016,0
32000002,0
32000001,0
44000590,0
34000019,0
34000003,0
34000002,0
33000318,0
33000004,0
35000008,0
35000006,0
34000023,0
32000013,0
32000022,0
29000535,0
28000051,0
25000733,0
28000001,0
47001065,0
31000023,0
29000009,0
29000232,0
47000037,0
51000002,1
50000058,1
56000006,1
56000005,1
51000001,1
57000048,1
57000044,1
56000007,1
57000049,1
61000441,1
57000053,1
57000052,1
56000003,1
51000026,1
51000024,1
55000051,1
55000018,1
55000017,1
55000015,1
54000184,1
54000002,1
53000010,1
57000058,1
57000059,1
57000063,1
57000055,1
57000050,1
43000003,1
44000020,1
44000191,1
44000021,1
57000643,1
58000047,1
59000006,1
59000005,1
52001041,1
52000199,1
47000001,1
45000045,1
49000057,1
49000061,1
50000051,1
50000057,1
50000056,1
45000034,1
48000010,1
51000245,1
52000020,1
52000025,1
52000029,1
23000587,1
48000004,1
48000007,1
51000261,1
52000033,1
52000039,1
52000063,1
52000068,1
52000040,1
56000001,1
56000002,1
57000121,1
47000659,1
47001141,1
47000036,1
60000027,1
60000029,1
60000031,1
60000036,1
60000037,1
60000212,1
60000650,1
6000427,1
61000011,1
61000012,1
61000013,1
61000094,1
61000399,1
62000012,1
62000014,1
62000017,1
63000007,1
64000025,1
66000014,1
66000034,1
67000017,1
67000018,1
67000019,1
7000333,2
7000003,2
13000065,2
11000016,2
11000011,2
1000315,2
6000306,2
6000001,2
8000001,2
31000027,2
31000021,2
30000215,2
3000003,2
3000002,2
25003597,2
25003595,2
25001614,2
25000716,2
46000030,2
46000019,2
45000804,2
45000004,2
45000003,2
45000002,2
25000639,2
25000362,2
25000275,2
25000097,2
25000087,2
25000085,2
25000082,2
25000078,2
5000003,2
49000054,2
24000050,2
23000002,2
22001541,2
22001540,2
22000225,2
22000194,2
22000062,2
22000057,2
22000054,2
22000053,2
21001659,2
21000806,2
21000800,2
21000794,2
21000790,2
21000780,2
21000745,2
21000712,2
21000665,2
21000591,2
21000461,2
21000089,2
21000085,2
21000084,2
4000005,2
21000061,2
20000856,2
20000308,2
20000306,2
2000014,2
2000005,2
20000026,2
20000025,2
20000024,2
20000021,2
1000102,2
43000001,2
42001011,2
42000074,2
42000022,2
18000077,2
18000041,2
16000123,2
9000015,2
9000451,2
9000172,3
67000030,3
13000019,3
13000011,3
10000011,3
10000014,3
10000016,3
10000017,3
27000975,3
27000021,3
27000035,3
27000045,3
27000055,3
27000615,3
27000638,3
27000671,3
27000003,3
27000002,3
26000096,3
26000082,3
26000080,3
27000004,3
21000666,3
21000803,3
21001663,3
21000923,3
21006549,3
23000083,3
23000994,3
23000087,3
50000048,3
24000061,3
21000752,3
21000759,3
17002092,3
15000104,3
15000046,3
15000048,3
15000073,3
15000069,3
14000016,3
14000022,3
15000032,3
14000219,3
10000010,3
10000009,3
15000042,3
15000043,3
15001056,3
17000007,3
21000462,3
17000004,3
21000030,3
21000072,3
21000020,3
2000006,3
21000413,3
21000090,3
21000587,3
21000446,3
21000548,3
21000572,3
21000648,3
25000483,4
21000782,4
21000788,4
21000786,4
21000783,4
22000046,4
22000048,4
22000050,4
22000043,4
22000158,4
25000020,4
25000075,4
22001542,4
22000640,4
22000419,4
22000336,4
22000234,4
25000086,4
25000091,4
25000021,4
25000018,4
13000430,4
25003599,4
12000001,4
12000519,4
31000032,4
31001108,4
9000293,4
11000204,4
25000629,4
21000062,4
21000040,4
21000528,4
16000024,4
16000030,4
16000053,4
16000054,4
16000070,4
16000215,4
16001095,4
16001309,4
19000012,4
19000075,4
19000016,4
19000015,4
19000214,4
21000487,4
15000044,4
16000023,4
15000034,4
