,Cluster
21000090,0
21000089,0
21000085,0
9000015,0
21000030,0
21000040,0
51000024,0
17000004,0
20000021,0
18000077,0
20000024,0
55000015,0
21000062,0
21000084,0
49000054,0
21000794,0
21000526,0
21000467,0
21000461,0
21000413,0
21006038,0
21006037,0
21001663,0
21000873,0
20000042,0
20000026,0
21000712,0
21000665,0
21000569,0
21000563,0
21000557,0
55000018,0
25000097,0
21000745,0
52000870,0
52000063,0
48000004,0
50000046,0
50000058,0
22000062,0
46000030,0
46000019,0
26000037,0
26000082,0
32000013,0
31000021,0
38000024,0
43000001,0
22000053,0
42000022,0
42000074,0
47000036,0
25000020,0
25000078,0
25000082,0
25000085,0
46000017,0
46000001,0
25000018,0
22000234,0
45000004,0
45000003,0
36000008,0
36000009,0
45000045,0
45000058,0
45000002,0
57000058,0
9000001,0
11000011,0
64000033,0
63000007,0
45000034,0
32000001,1
31000027,1
32000004,1
33000004,1
32000022,1
25000733,1
47000001,1
38000023,1
37000039,1
37000038,1
31000032,1
27000004,1
47000032,1
47000037,1
46000020,1
34000023,1
34000019,1
34000002,1
34000003,1
25000091,1
45000369,1
28000001,1
29000009,1
36000015,1
36000018,1
36000012,1
35000010,1
35000013,1
40000001,1
39000001,1
45000043,1
41000012,1
41000014,1
42000017,1
42000014,1
42000012,1
41000024,1
41000020,1
41000016,1
42000019,1
35000018,1
42000020,1
37000034,1
31000023,1
31000017,1
31000016,1
30000052,1
37000011,1
51000001,1
46000018,1
25000021,1
21000872,1
20000790,1
52000033,1
27000045,1
44000188,1
45000041,1
45000035,1
45000005,1
39000002,1
44000021,1
34000024,1
42000021,1
35000006,1
60000027,2
60000035,2
60000036,2
58000047,2
60000031,2
61000011,2
57000049,2
61000013,2
57000050,2
57000052,2
57000053,2
56000003,2
56000002,2
56000001,2
60000037,2
21000647,2
56000007,2
56000005,2
56000006,2
55000017,2
59000005,2
59000006,2
62000012,2
26000111,2
26000170,2
27000003,2
43000003,2
54000002,2
61000012,2
57000057,2
58000019,2
62000017,2
62000014,2
57000055,2
64000025,2
66000014,2
67000017,2
67000018,2
67000019,2
16000023,3
11000016,3
15000073,3
13000011,3
15000034,3
14000020,3
13000019,3
15000042,3
27000002,3
22000048,3
22000050,3
25000075,3
21000786,3
25000086,3
21000752,3
21000759,3
21000861,3
21006035,3
22000043,3
21006036,3
21000790,3
21000803,3
16000030,3
17000007,3
16000024,3
16000070,3
21000577,3
20000034,3
21000572,3
21000528,3
21000487,3
21000446,3
18000078,3
19000012,3
21000065,3
21000072,3
10000014,3
16000053,3
21000110,3
52000039,4
52000198,4
52000068,4
53000010,4
52000199,4
49000061,4
49000066,4
52000020,4
52000064,4
49000057,4
53000011,4
52000025,4
52000029,4
50000056,4
50000051,4
50000057,4
50000048,4
49000227,4
50000045,4
49000094,4
48000115,4
48000007,4
48000010,4
48000011,4
49000092,4
53000235,4
53000028,4
51000026,4
51000002,4
5000003,5
23000087,5
7000003,5
10000016,5
8000001,5
4000005,5
26000080,5
4000002,5
3000002,5
27000021,5
26000096,5
3000003,5
15000032,5
15000002,5
14000022,5
14000016,5
15000046,5
15000043,5
21000548,5
2000005,5
2000006,5
19000016,5
10000010,5
10000011,5
10000009,5
6000001,5
