,Cluster
45000043,0
45000369,0
41000140,0
41000141,0
37000038,0
37000255,0
38000023,0
39000001,0
39000002,0
41000012,0
41000014,0
32000022,0
33000004,0
34000002,0
34000003,0
34000019,0
34000023,0
35000006,0
35000010,0
35000013,0
35000018,0
36000012,0
36000018,0
37000011,0
21000040,0
21000061,0
21000062,0
21000090,0
21000110,0
21000487,0
27000004,0
27000045,0
29000009,0
31000017,0
31000032,0
32000001,0
32000004,0
21000752,0
25000021,0
25000075,0
25000086,0
25000733,0
25003189,0
21000786,0
21000872,0
9000001,1
11000016,1
25000078,1
25000020,1
22000336,1
21000712,1
21000745,1
22000225,1
25000097,1
25000082,1
26000080,1
21006037,1
21006038,1
22000050,1
22000053,1
22000062,1
40000001,1
37000034,1
37000259,1
38000024,1
42000074,1
42000014,1
41000016,1
41000020,1
21000413,1
21000089,1
21000085,1
36000009,1
36000008,1
31000027,1
28000001,1
26000096,1
42000020,1
46000018,1
42000021,1
20000026,1
57000050,1
52000033,1
49000054,1
45000005,1
9000015,1
20000024,1
44000106,2
62000015,2
62000012,2
62000022,2
64000025,2
60000036,2
61000013,2
62000014,2
61000012,2
56000002,2
56000001,2
55000017,2
54000002,2
56000005,2
47000037,2
44000021,2
45000002,2
45000058,2
45000004,2
47000001,2
45000003,2
44000188,2
45000034,2
57000178,2
51000024,2
57000055,2
59000006,2
57000044,2
56000007,2
57000049,2
60000031,2
56000006,2
56000003,2
57000052,2
60000035,2
60000027,2
4000005,3
2000005,3
3000002,3
3000003,3
13000065,3
13000019,3
21001663,3
15000002,3
14000022,3
1000228,3
11000272,3
13000011,3
8000001,3
18000078,3
15000073,3
10000009,3
17000004,3
18000079,3
17000007,3
5000003,3
6000001,3
20000034,3
19000012,3
21000548,3
13000117,3
14000016,3
15000032,3
15000043,3
7000003,3
46000017,4
46000030,4
21000461,4
26000082,4
21000569,4
21000794,4
21000665,4
21000084,4
21000467,4
26000037,4
11000011,4
52000020,4
50000056,4
52000063,4
48000004,4
18000077,4
43000001,4
45000045,4
46000001,4
46000174,4
47000036,4
57000058,4
52000870,4
50000057,4
52000039,4
55000018,4
53000010,5
50000046,5
51000026,5
48000115,5
48000011,5
57000063,5
52000425,5
52000199,5
49000146,5
58000019,5
49000094,5
58000047,5
49000066,5
50000058,5
52000029,5
52000198,5
48000006,5
52000025,5
49000227,5
48000010,5
48000007,5
49000061,5
49000057,5
52000068,5
16000030,6
15000069,6
19000015,6
21000648,6
21000803,6
21000065,6
21000572,6
22000043,6
22000048,6
21000861,6
13000116,6
21000647,6
21000759,6
16000070,6
16000023,6
21000577,6
21000563,7
46000019,7
21000557,7
21000526,7
21000030,7
21000873,7
32000013,7
62000017,7
14000020,7
21000666,7
21006035,8
23000083,8
23000173,8
21000528,8
21006036,8
55000015,8
42000125,8
42000022,9
38000047,9
31000021,9
50000051,9
25000085,9
38000107,9
30000052,10
20000790,10
30000215,10
42000012,10
16000024,10
50000048,11
50000045,11
53000235,11
53000028,11
53000011,11
67000018,12
66000014,12
67000017,12
66000034,12
67000019,12
45000090,13
45000035,13
