,Cluster
15000034,-1
15000032,-1
15000002,-1
14000022,-1
14000020,-1
14000016,-1
13000065,-1
13000019,-1
13000011,-1
11000016,-1
11000011,-1
10000016,-1
10000014,-1
10000011,-1
15000043,-1
21000072,-1
21000062,-1
21000040,-1
20000790,-1
2000006,-1
2000005,-1
20000042,-1
20000034,-1
20000026,-1
20000024,-1
20000021,-1
19000016,-1
55000015,-1
54000002,-1
62000012,-1
60000037,-1
60000036,-1
60000035,-1
60000031,-1
60000027,-1
6000001,-1
59000005,-1
58000019,-1
57000063,-1
19000012,-1
21000529,-1
18000078,-1
21000548,-1
21000535,-1
21000487,-1
21000528,-1
21000446,-1
21000413,-1
21000745,-1
21000110,-1
21000090,-1
21000085,-1
21000861,-1
21000803,-1
21000786,-1
21000752,-1
57000044,-1
52000025,-1
57000052,-1
22000053,-1
23000087,-1
23000083,-1
22000234,-1
56000006,-1
35000018,-1
35000013,-1
35000010,-1
35000006,-1
52000039,-1
22000043,-1
22000048,-1
22000050,-1
21006035,-1
21001663,-1
21000872,-1
21006036,-1
26000096,-1
26000037,-1
26000080,-1
26000082,-1
25000020,-1
25000018,-1
49000066,-1
25000733,-1
25000086,-1
25000085,-1
25000075,-1
25000021,-1
53000028,-1
53000029,-1
53000011,-1
53000235,-1
52000064,-1
52000063,-1
52000199,-1
53000010,-1
34000023,-1
34000019,-1
34000003,-1
34000002,-1
28000001,-1
23000173,-1
24000061,-1
52000033,-1
31000017,-1
31000021,-1
31000016,-1
31000023,-1
29000009,-1
3000002,-1
3000003,-1
30000052,-1
27000021,-1
27000045,-1
27000004,-1
38000047,-1
38000107,-1
39000001,-1
39000002,-1
40000001,-1
31000027,-1
31000032,-1
32000001,-1
32000004,-1
32000013,-1
32000022,-1
32000030,-1
33000004,-1
9000001,-1
9000015,-1
10000009,-1
15000042,-1
67000018,-1
50000057,-1
50000051,-1
50000048,-1
61000013,-1
50000046,-1
50000045,-1
5000003,-1
10000010,-1
38000024,-1
38000023,-1
37000039,-1
37000038,-1
37000034,-1
37000011,-1
36000018,-1
36000015,-1
36000012,-1
36000009,-1
36000008,-1
43000003,-1
43000001,-1
42000074,-1
42000022,-1
42000021,-1
42000020,-1
42000014,-1
42000012,-1
41000024,-1
41000020,-1
41000016,-1
41000014,-1
41000012,-1
4000005,-1
4000002,-1
46000018,-1
46000017,-1
46000001,-1
45000090,-1
45000059,-1
45000058,-1
45000045,-1
45000043,-1
45000041,-1
45000035,-1
49000057,-1
49000054,-1
47000001,-1
47000032,-1
47000036,-1
47000037,-1
48000004,-1
46000030,-1
46000174,-1
46000020,-1
50000056,-1
50000058,-1
51000002,-1
51000026,-1
46000019,-1
7000003,-1
67000019,-1
8000001,-1
16000070,-1
16000053,-1
16000030,-1
16000024,-1
16000023,-1
15000046,-1
15000045,-1
57000058,-1
15000069,-1
67000017,-1
17000004,-1
17000007,-1
18000077,-1
15000109,-1
15000104,-1
15000073,-1
62000017,-1
64000025,-1
66000014,-1
56000003,0
52000029,0
57000053,0
52000020,0
57000050,0
58000047,0
56000007,0
55000017,0
55000018,0
49000092,0
52000068,0
52000198,0
52000870,0
48000115,0
48000007,0
48000011,0
48000010,0
49000061,0
57000057,0
51000024,0
49000094,0
49000227,0
61000012,1
63000007,1
51000001,1
44000188,1
44000021,1
56000002,1
56000005,1
57000049,1
57000055,1
56000001,1
59000006,1
61000011,1
62000014,1
60000029,1
21000873,2
21000563,2
21000666,2
21000030,2
21000526,2
21000557,2
21000572,3
21000065,3
21000648,3
21000759,3
21000577,3
21000665,4
21000084,4
21000467,4
21000569,4
21000461,4
26000170,5
27000002,5
27000003,5
21000647,5
26000111,5
21006038,6
21000794,6
21000712,6
21006037,6
21000089,6
25000082,7
25000078,7
22000062,7
25000097,7
22000225,7
45000034,8
45000003,8
45000002,8
45000005,8
45000004,8
