,Cluster
10000009,-1
11000011,-1
13000011,-1
13000019,-1
14000016,-1
13000065,-1
14000020,-1
14000022,-1
16000024,-1
15000002,-1
15000043,-1
15000073,-1
16000030,-1
16000023,-1
17000004,-1
16000070,-1
21000065,-1
2000005,-1
17000007,-1
18000077,-1
18000078,-1
19000012,-1
19000015,-1
20000034,-1
21000062,-1
21000040,-1
20000790,-1
21000110,-1
21000090,-1
21000089,-1
21000085,-1
21000072,-1
21000861,-1
21000803,-1
21000872,-1
21000752,-1
21000647,-1
21000535,-1
21000528,-1
21000487,-1
21000529,-1
21000759,-1
21000786,-1
21000794,-1
21000572,-1
21000712,-1
21000577,-1
25000085,-1
25000018,-1
25000020,-1
25000075,-1
23000173,-1
22000234,-1
22000336,-1
22000225,-1
23000083,-1
22000050,-1
22000048,-1
21006038,-1
22000043,-1
21006037,-1
21006036,-1
21006035,-1
21001663,-1
36000012,-1
34000003,-1
34000019,-1
34000023,-1
35000006,-1
35000010,-1
35000013,-1
35000018,-1
37000034,-1
37000011,-1
36000018,-1
32000004,-1
32000022,-1
32000013,-1
33000004,-1
34000002,-1
36000016,-1
27000003,-1
25003189,-1
25000086,-1
25000733,-1
32000001,-1
31000032,-1
31000027,-1
31000017,-1
30000052,-1
3000003,-1
3000002,-1
29000009,-1
28000001,-1
27000045,-1
27000004,-1
45000034,-1
45000005,-1
45000045,-1
45000043,-1
46000019,-1
47000001,-1
46000018,-1
45000369,-1
49000066,-1
50000046,-1
48000011,-1
49000054,-1
48000006,-1
48000004,-1
47000037,-1
47000036,-1
50000045,-1
42000020,-1
41000024,-1
42000014,-1
42000125,-1
42000022,-1
42000019,-1
41000016,-1
39000002,-1
40000001,-1
4000005,-1
41000014,-1
41000020,-1
38000023,-1
37000039,-1
37000038,-1
5000003,-1
60000035,-1
53000011,-1
6000001,-1
64000025,-1
9000015,-1
7000003,-1
58000019,-1
67000019,-1
67000018,-1
66000014,-1
67000017,-1
61000013,-1
62000014,-1
61000012,-1
9000001,-1
60000027,-1
52000025,-1
52000198,-1
53000010,-1
53000235,-1
53000029,-1
55000015,-1
53000028,-1
52000199,-1
50000057,-1
50000051,-1
52000033,-1
50000058,-1
50000048,-1
52000020,0
50000056,0
56000006,0
56000005,0
56000003,0
56000002,0
56000001,0
55000018,0
55000017,0
54000002,0
52000870,0
51000026,0
51000024,0
52000029,0
52000039,0
52000063,0
52000064,0
56000007,0
60000036,0
60000031,0
58000047,0
59000006,0
57000052,0
57000055,0
57000058,0
57000063,0
57000050,0
49000094,0
49000061,0
49000057,0
48000010,0
52000068,0
48000007,0
49000092,0
57000044,0
57000049,0
62000017,0
38000024,1
38000047,1
46000030,1
46000174,1
46000001,1
43000001,1
38000107,1
42000074,1
31000021,1
22000062,1
25000078,1
22000053,1
11000016,1
25000021,1
25000082,1
25000097,1
20000026,1
20000024,1
36000009,1
36000015,1
36000008,1
46000017,2
45000004,2
45000035,2
44000021,2
45000003,2
44000106,2
44000188,2
45000002,2
21000461,3
21000745,3
21000569,3
45000058,3
26000037,3
21000084,3
21000467,3
21000665,3
21000548,4
15000032,4
21000413,4
26000080,4
8000001,4
26000082,4
26000096,4
21000563,5
21000873,5
21000526,5
21000666,5
21000030,5
21000557,5
41000012,6
37000259,6
37000255,6
41000140,6
41000141,6
42000012,7
39000001,7
42000021,7
