,Cluster
10000009,-1
10000010,-1
10000011,-1
9000015,-1
10000016,-1
10000017,-1
11000011,-1
11000016,-1
12000001,-1
9000001,-1
13000011,-1
8000001,-1
18000075,-1
18000077,-1
18000078,-1
18000132,-1
18000135,-1
18000454,-1
18000471,-1
19000012,-1
19000015,-1
20000034,-1
2000005,-1
20000790,-1
57000052,-1
60000027,-1
52000039,-1
52000198,-1
52000199,-1
53000010,-1
53000011,-1
53000028,-1
53000235,-1
55000015,-1
21000040,-1
21000072,-1
21000084,-1
21000085,-1
21000089,-1
21000090,-1
21000413,-1
21000461,-1
21000467,-1
21000487,-1
21000528,-1
21000569,-1
21000665,-1
21000712,-1
21000745,-1
21000752,-1
21000786,-1
21000794,-1
21000803,-1
21000861,-1
50000045,-1
50000046,-1
50000048,-1
50000051,-1
50000057,-1
50000058,-1
52000025,-1
52000033,-1
21000872,-1
21006035,-1
21006036,-1
21006037,-1
21006038,-1
22000043,-1
22000048,-1
23000083,-1
23000173,-1
47000037,-1
48000004,-1
49000054,-1
45000003,-1
45000034,-1
45000043,-1
45000045,-1
45000058,-1
45000090,-1
45000369,-1
46000018,-1
46000019,-1
24000050,-1
24000061,-1
25000075,-1
25000085,-1
25000086,-1
26000037,-1
41000012,-1
41000014,-1
41000016,-1
41000020,-1
41000140,-1
41000141,-1
42000012,-1
42000014,-1
42000019,-1
42000020,-1
42000021,-1
42000074,-1
42000125,-1
27000002,-1
27000003,-1
27000004,-1
27000035,-1
27000045,-1
28000001,-1
29000009,-1
30000052,-1
30000215,-1
31000031,-1
31000032,-1
32000013,-1
32000018,-1
32000020,-1
32000022,-1
34000023,-1
35000013,-1
36000012,-1
36000018,-1
37000011,-1
37000038,-1
37000255,-1
37000259,-1
38000023,-1
39000001,-1
39000002,-1
14000016,-1
14000022,-1
15000002,-1
15000032,-1
15000043,-1
15000046,-1
15000069,-1
15000073,-1
16000023,-1
16000024,-1
16000070,-1
17000004,-1
17000007,-1
63000007,-1
66000014,-1
66000034,-1
67000017,-1
67000018,-1
67000019,-1
64000025,0
62000022,0
62000015,0
62000014,0
61000012,0
61000013,0
60000036,0
60000031,0
60000029,0
49000061,0
49000057,0
48000115,0
48000011,0
48000006,0
48000010,0
48000007,0
46000017,0
46000001,0
45000005,0
45000004,0
45000002,0
44000188,0
44000106,0
49000094,0
49000066,0
42000022,0
43000001,0
44000021,0
46000030,0
46000174,0
47000001,0
47000036,0
56000001,0
55000018,0
55000017,0
54000002,0
52000870,0
52000068,0
52000063,0
59000006,0
57000058,0
58000047,0
58000019,0
57000063,0
57000050,0
57000055,0
57000049,0
57000044,0
56000003,0
56000007,0
56000006,0
56000005,0
50000056,0
49000227,0
56000002,0
51000002,0
52000029,0
51000024,0
51000026,0
52000020,0
25000097,1
16001299,1
31000027,1
25000078,1
22000336,1
22000225,1
22000062,1
22000053,1
20000026,1
20000306,1
20000024,1
22000050,1
25000082,1
21000526,2
21000548,2
21000563,2
21000666,2
21001663,2
21000873,2
21000557,2
26000082,2
26000096,2
26000080,2
21000030,2
32000004,3
33000003,3
34000024,3
34000002,3
32000001,3
33000004,3
34000019,3
34000003,3
4000005,4
4000002,4
3000003,4
7000003,4
6000001,4
5000003,4
3000002,4
21000572,5
21000759,5
21000648,5
21000647,5
21000065,5
21000577,5
12000195,6
10000014,6
13000019,6
16000030,6
13000065,6
25000733,7
25003189,7
25000020,7
25000021,7
21000062,7
40000001,8
36000008,8
37000034,8
38000024,8
36000009,8
31000017,9
35000006,9
35000018,9
35000010,9
