eps,Min_Samples,Clusters,Noise,Silhouette Score,Davies-Bouldin Index
0.05,2,5,373,0.9899019328804028,0.013660634911599159
0.05,2,7,369,0.9789950342393555,0.027995604800002908
0.06,2,8,367,0.9764808889447144,0.029137311139019115
0.06,2,8,367,0.9764808889447144,0.029137311139019115
0.07,2,9,365,0.9594880108250167,0.04846532202308303
0.07,2,9,365,0.9594880108250167,0.04846532202308303
0.08,2,9,365,0.9594880108250167,0.04846532202308303
0.08,2,9,365,0.9594880108250167,0.04846532202308303
0.09,2,10,363,0.9517009746765865,0.05639836045441412
0.09,2,11,361,0.923408295058329,0.08337740930238645
0.1,2,11,361,0.923408295058329,0.08337740930238645
0.1,2,11,361,0.923408295058329,0.08337740930238645
0.11,2,12,359,0.9147843842715875,0.093883477278202
0.11,2,13,357,0.9149129936730644,0.0945105489509126
0.12,2,15,353,0.8977887698089286,0.11805968252346033
0.12,2,15,352,0.8860172863997422,0.13036844997649905
0.13,2,16,350,0.8656144023856062,0.15378761706798877
0.13,2,16,350,0.8656144023856062,0.15378761706798877
0.14,2,17,348,0.8472556759664743,0.17875029074292775
0.14,2,19,342,0.8012665130633557,0.22078045549890812
0.15,2,20,339,0.7866352242493505,0.23646986802912418
0.15,2,23,333,0.7459842682014659,0.2757059000721026
0.16,2,24,331,0.7298197339650893,0.29122804994184287
0.16,2,25,327,0.7026558988417617,0.3199120649337558
0.16,2,25,326,0.696401805907151,0.3295206794365504
0.17,2,29,318,0.6554863541998882,0.37145456389696496
0.17,2,29,314,0.6123483865119841,0.4235584731135851
0.18,2,31,308,0.5930157479766255,0.4511412773525095
0.18,2,32,303,0.5634974357627929,0.48785177238245614
0.19,2,30,299,0.5424797714727332,0.4761248285914288
0.19,2,32,294,0.5302910068625295,0.4871357832912243
0.2,2,34,285,0.5074949829658756,0.5017823840513542
0.2,2,33,282,0.4556413088416505,0.6149467164544323
0.21,2,35,276,0.46764553594680747,0.5965954043091434
0.21,2,34,272,0.44915092592304817,0.569103488924557
0.22,2,34,267,0.42815762419183767,0.5768287906315497
0.22,2,35,261,0.4301783008932127,0.5999029644025674
0.23,2,35,258,0.41478104190556453,0.6218658139792106
0.23,2,34,258,0.3587973428682993,0.6418266900968569
0.24,2,37,251,0.35533557049697495,0.6454054540989244
0.24,2,35,249,0.35410907839796935,0.5938524395970999
