eps,Min_Samples,Clusters,Noise,Silhouette Score,Davies-Bouldin Index
0.05,2,3,329,0.9982004712121272,0.0019146859886539109
0.07,2,3,329,0.9982004712121272,0.0019146859886539109
0.09,2,5,325,0.8417706956074154,0.18650347787173155
0.11,2,8,318,0.7815123925243794,0.23138925514572165
0.13,2,9,314,0.7124889725047369,0.3110471547248672
0.15,2,12,308,0.6597504012994244,0.3815542044535845
0.17,2,11,306,0.6356492991146856,0.3908162979784535
0.19,2,12,302,0.6185180600332096,0.397252979777154
0.21,2,12,294,0.5416838060981587,0.4815746609318821
0.22,2,10,287,0.39482595837252976,0.4681362990145475
0.24,2,11,280,0.31694467947925054,0.47132940819269803
0.26,2,14,274,0.3156454220927808,0.5053681610341278
0.28,2,20,256,0.3317383415510893,0.5177817033343763
0.3,2,19,250,0.3560717900981356,0.5439260495909721
0.32,2,20,242,0.42104826460414535,0.5167106509602456
0.34,2,16,233,0.3931273391933114,0.5466698331671614
0.36,2,15,228,0.3639431052924702,0.5149258470402455
0.38,2,14,216,0.325106106957739,0.47076514499040595
0.4,2,14,207,0.1570505417817885,0.49573447882578325
0.42,2,13,206,0.08921757817846956,0.5026630615602362
0.44,2,15,201,0.06272041922527867,0.5304972080275511
0.46,2,16,198,0.06371710135375001,0.5388371651934627
0.48,2,16,188,0.0633126366588679,0.5486419777231324
0.5,2,15,186,0.015637505966133967,0.5338600566587633
0.52,2,16,182,0.025499521796290035,0.5170999100400082
0.53,2,16,177,0.057231687759132684,0.49736315138300957
0.55,2,19,166,0.0702752936342268,0.5222703953204002
0.57,2,22,159,0.07948483657580814,0.5143799107649419
0.59,2,23,151,0.05000560494630804,0.5408175497233325
0.61,2,26,141,0.09056747616739672,0.5401225437641162
0.63,2,26,137,0.07052908770931683,0.5640670747294746
0.65,2,28,129,0.05702910834509573,0.5979009304401927
0.67,2,27,126,0.05058426556220544,0.674002038364698
0.69,2,27,125,0.05259530017665723,0.6771627728214449
0.71,2,26,123,0.05408814732497482,0.6869368961078001
0.73,2,27,114,-0.02987450725098318,0.8076610454008382
0.75,2,25,109,-0.050171163156695064,0.8229414920897886
0.77,2,25,106,-0.04952952049046829,0.8143642959972669
0.79,2,23,102,-0.08993700368273985,0.8649233238179205
0.81,2,23,97,0.1732719636851534,0.8127274249894406
0.83,2,23,95,0.16970946105008014,0.8168026200346759
0.84,2,22,93,0.16978565166096768,0.7738474618403172
0.86,2,20,91,0.1538140286354207,0.7270083364326919
0.88,2,18,87,0.13255031118982916,0.7754940853970612
0.9,2,18,85,0.1285305258084282,0.7932653193683712
0.92,2,15,84,0.12361708641591096,0.7825564625656162
0.94,2,14,84,0.1672796622361479,0.7167097921079922
0.96,2,13,83,0.15901097328434233,0.7433966784961432
0.98,2,13,80,0.1601107689427905,0.7510926372177956
1.0,2,13,77,0.15098520202301674,0.7612982072640722
